"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4624896",550900717,4158904,0.498874024737655,418923946,418923946,10072940995993176,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624897",650739803,4924561,0.515767295814757,494262275,494262275,1003667687332942,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624899",565385847,4263286,0.502234434555209,430069432,430069432,10087745274419778,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624900",480402355,3697612,0.506872379433425,363186728,363186728,982219681242921,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624901",768708654,5565654,0.525975094493988,591715422,591715422,10631552410552292,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624902",584250414,4433173,0.515530963269116,443494256,443494256,10003991633080864,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4624924",2347323007,17814367,0.571102796741267,1770556311,1770556311,9938923516058696,101,101,50,101,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4625204",466985520,1854175,0.421915337746518,408735494,408735494,22044062399719556,292,226,50,292,"free-living","freshwater","sediment","river_sediment","France","RiverPlasmidome",50.4290833333333,3.02233333333333,"cyriaque","illumina","mgp13110"
"mgm4625262",806365292,5918308,0.503357676002895,618086140,618086140,10443629158874462,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625266",435519078,3197638,0.419575696886844,334186141,334186141,10451031073561172,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625267",312381805,2246937,0.425798870762803,241517726,241517726,10748753792384922,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625269",767346176,5855679,0.505062188141846,581070264,581070264,9923191896277102,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625270",769345973,5617259,0.504517336429882,590701521,590701521,10515832027684676,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625271",1096201788,7909229,0.539905467782174,844215251,844215251,10673799570097160,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625272",566408593,4168893,0.574723846217359,434112377,434112377,10413133102720556,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625273",534536519,4096680,0.574504901957501,404550529,404550529,9875082481423982,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625274",204741524,1517336,0.476003765350907,157285739,157285739,10365913614387320,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625275",308053354,2264201,0.460838483799526,236705110,236705110,10454244565743060,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625276",219732205,1698591,0.463690840725437,166482497,166482497,9801211533559284,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625277",441409075,3213218,0.421879173017267,339551225,339551225,10567326119796416,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625278",702126684,5143789,0.565523512800762,538609676,538609676,10471068622760382,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625279",517966609,3988798,0.544681322732788,391430321,391430321,9813240003630166,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625280",288853935,2167572,0.442363300973591,220170789,220170789,10157484457263704,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625282",421082105,3080670,0.400078412919589,323446699,323446699,10499232277394204,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625283",594229192,4245092,0.426957099663704,459259570,459259570,10818601104522588,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625285",658101830,4830461,0.548337624714165,504632833,504632833,10446887636604456,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625287",604188279,4436568,0.460651676587857,463326450,463326450,10443352834894000,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625288",573127922,4414954,0.563718251279007,432957323,432957323,9806610057545332,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625293",698639888,5093873,0.58304928418056,536745132,536745132,10537073303555074,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625295",1112979316,7989988,0.534592082047942,858403101,858403101,10743484233017620,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625297",921587657,6769411,0.497004547764435,706072851,706072851,10430343954592208,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625302",775289934,5639815,0.530612103494375,595920581,595920581,10566314338324928,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625304",699403729,5203812,0.518059735405253,533987170,533987170,10261461597767176,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625307",584830366,4515416,0.495208536104921,441440872,441440872,9776305704723552,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625308",487422823,3595140,0.415784496181462,373320791,373320791,103840404267984,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625309",406377721,3163129,0.569833159952722,306263579,306263579,9682298097864488,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625310",383543466,2983787,0.523695953348477,288881287,288881287,9681699363929128,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625311",806708387,5872801,0.511181619966213,619886521,619886521,10555210724831302,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625312",512854587,3737018,0.451855891564292,394276322,394276322,10550559884913586,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625313",490689199,3634141,0.41474741880077,375342782,375342782,10328239383116946,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625315",523008572,3775326,0.441724406552355,403209579,403209579,1068012614010022,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625316",558243662,4143512,0.599370892152707,426759261,426759261,10299457585738860,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625318",485349002,3590800,0.419840833648494,371460924,371460924,10344795700122536,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625319",598744860,4308936,0.440029921950731,461781390,461781390,10716831022786136,101,1010,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625320",499487306,3535857,0.421556655987842,387167444,387167444,10949748363692308,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625321",487961934,3641157,0.498960919725198,372552063,372552063,10231694568512152,101,101,50,194,"host-associated","terrestrial","animal_host-associated","animal_feces","Italy","newlacto",44.5075,11.3513888888889,"manfreda","illumina","mgp13081"
"mgm4625757",8919632335,72661969,0.377008411952367,5839279380,5839279380,803622508495469,79,79,50,150,"host-associated","marine","saline_water","wood_decomposition","France","WINE1",42.48343,3.128874,"galand","illumina","mgp13145"
"mgm4625760",10829238050,86549788,0.381842981861922,7171650841,7171650841,828615645020413,79,790,50,150,"host-associated","marine","saline_water","wood_decomposition","France","WINE1",42.48343,3.128874,"galand","illumina","mgp13145"
"mgm4625761",10491005088,85883816,0.379745426964378,6847337762,6847337762,7972791709674381,79,790,50,150,"host-associated","marine","saline_water","wood_decomposition","France","WINE1",42.48343,3.128874,"galand","illumina","mgp13145"
