"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4543057","sewage plant","waste water","wastewater|sludge",NA,"UK AD sludge singletons","Oki_anode","metagenome","WGS",NA,"United Kingdom",55.9531,-3.1889,"terrestrial biome","mgp6486","free-living","sewage","goryanin","454","freshwater","wastewater"
"mgm4543715","park","soil","soil",NA,"AK_WGA_An","Soil metagenomes comparison in forensics","metagenome","WGS",NA,"Australia",-35.029006,138.571508,"terrestrial biome","mgp3940","free-living","park_soil","khodakova","ion torrent","terrestrial","soil"
"mgm4543716","park","soil","soil",NA,"AK_WGA_As","Soil metagenomes comparison in forensics","metagenome","WGS",NA,"Australia",-35.029006,138.571508,"terrestrial biome","mgp3940","free-living","park_soil","khodakova","ion torrent","terrestrial","soil"
"mgm4543717","park","soil","soil",NA,"AK_WGA_Aw","Soil metagenomes comparison in forensics","metagenome","WGS",NA,"Australia",-35.029006,138.571508,"terrestrial biome","mgp3940","free-living","park_soil","khodakova","ion torrent","terrestrial","soil"
"mgm4543718","park","soil","soil",NA,"AK_WGA_Be","Soil metagenomes comparison in forensics","metagenome","WGS",NA,"Australia",-35.016136,138.536675,"terrestrial biome","mgp3940","free-living","park_soil","khodakova","ion torrent","terrestrial","soil"
"mgm4543719","park","soil","soil",NA,"AK_WGA_Bn","Soil metagenomes comparison in forensics","metagenome","WGS",NA,"Australia",-35.016136,138.536675,"terrestrial biome","mgp3940","free-living","park_soil","khodakova","ion torrent","terrestrial","soil"
"mgm4543720","park","soil","soil",NA,"AK_WGA_Bs","Soil metagenomes comparison in forensics","metagenome","WGS",NA,"Australia",-35.016136,138.536675,"terrestrial biome","mgp3940","free-living","park_soil","khodakova","ion torrent","terrestrial","soil"
"mgm4544079","anaerobic bioreactor","anaerobic sediment","wastewater|sludge",NA,"Alkaline anaerobic reactor (Min100-max450bp reads)","Anaerobic Alkaline Reactor","metagenome","WGS",NA,"Germany",52.0395566,8.4931645,"terrestrial biome","mgp6226","free-living","anaerobic_sediment","nolla","ion torrent","terrestrial","sediment"
"mgm4544115","waste treatment plant","compost","plant-associated",NA,"LCBL_1_AllReads_clip","Biomines","metagenome","WGS",NA,"France",48.807,2.137,"terrestrial biome","mgp6843","free-living","compost","blanquet","454","terrestrial","soil"
"mgm4544116","waste treatment plant","compost","plant-associated",NA,"LCBL_2_AllReads_clip","Biomines","metagenome","WGS",NA,"France",48.807,2.137,"terrestrial biome","mgp6843","free-living","compost","blanquet","454","terrestrial","soil"
"mgm4544117","waste treatment plant","compost","plant-associated",NA,"LCBS_1_AllReads_clip","Biomines","metagenome","WGS",NA,"France",48.807,2.137,"terrestrial biome","mgp6843","free-living","compost","blanquet","454","terrestrial","soil"
"mgm4544118","waste treatment plant","compost","plant-associated",NA,"LCBS_2_AllReads_clip","Biomines","metagenome","WGS",NA,"France",48.807,2.137,"terrestrial biome","mgp6843","free-living","compost","blanquet","454","terrestrial","soil"
"mgm4545162","microbial feature","anaerobic digester sludge","wastewater|sludge",NA,"Spirulina-S1","Spirulina-S1 (Labscale biogas reactor)","metagenome","WGS",NA,"Germany",52.0212965,8.5302966,"terrestrial biome","mgp7007","free-living","sludge","nolla ardevol","ion torrent","freshwater","wastewater"
"mgm4545349","microbial feature","anaerobic digester sludge","wastewater|sludge",NA,"Sebastian-trimmed","Sebastian-trimmed","metagenome","WGS",NA,"Germany",52.0212965,8.5302966,"terrestrial biome","mgp7025","free-living","sludge","nolla ardevol","454","freshwater","wastewater"
"mgm4546278","livestock-associated habitat","bodily fluid","host-associated",NA,"3IL","calfstudy_digesta","metagenome","WGS",NA,"Canada",62.227,-105.3809,"terrestrial biome","mgp6020","host-associated","bodily_fluid","guan","illumina","terrestrial","animal_host-associated"
"mgm4547358","human-associated habitat","saliva","human-oral",NA,"D1Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547359","human-associated habitat","saliva","human-oral",NA,"D1Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547360","human-associated habitat","saliva","human-oral",NA,"D1Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547361","human-associated habitat","saliva","human-oral",NA,"D2Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547362","human-associated habitat","saliva","human-oral",NA,"D2Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547363","human-associated habitat","saliva","human-oral",NA,"D2Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547364","human-associated habitat","saliva","human-oral",NA,"D3Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547365","human-associated habitat","saliva","human-oral",NA,"D3Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547366","human-associated habitat","saliva","human-oral",NA,"D3Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547368","human-associated habitat","saliva","human-oral",NA,"D4Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547369","human-associated habitat","saliva","human-oral",NA,"D4Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547373","human-associated habitat","saliva","human-oral",NA,"D6Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547374","human-associated habitat","saliva","human-oral",NA,"D6Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547375","human-associated habitat","saliva","human-oral",NA,"D6Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547376","human-associated habitat","saliva","human-oral",NA,"D7Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547377","human-associated habitat","saliva","human-oral",NA,"D7Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547378","human-associated habitat","saliva","human-oral",NA,"D7Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547379","human-associated habitat","saliva","human-oral",NA,"H1Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547381","human-associated habitat","saliva","human-oral",NA,"H1Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547382","human-associated habitat","saliva","human-oral",NA,"H2Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547383","human-associated habitat","saliva","human-oral",NA,"H2Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547384","human-associated habitat","saliva","human-oral",NA,"H2Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547385","human-associated habitat","saliva","human-oral",NA,"H3Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547386","human-associated habitat","saliva","human-oral",NA,"H3Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547387","human-associated habitat","saliva","human-oral",NA,"H3Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547388","human-associated habitat","saliva","human-oral",NA,"H4Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547389","human-associated habitat","saliva","human-oral",NA,"H4Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547390","human-associated habitat","saliva","human-oral",NA,"H4Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547391","human-associated habitat","saliva","human-oral",NA,"H5Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547392","human-associated habitat","saliva","human-oral",NA,"H5Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547393","human-associated habitat","saliva","human-oral",NA,"H5Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547394","human-associated habitat","saliva","human-oral",NA,"H6Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547395","human-associated habitat","saliva","human-oral",NA,"H6Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547396","human-associated habitat","saliva","human-oral",NA,"H6Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547397","human-associated habitat","saliva","human-oral",NA,"H7Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547398","human-associated habitat","saliva","human-oral",NA,"H7Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547399","human-associated habitat","saliva","human-oral",NA,"H7Supra_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547400","human-associated habitat","saliva","human-oral",NA,"H8Saliva_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
"mgm4547401","human-associated habitat","saliva","human-oral",NA,"H8Sub_Reads","Phage Biofilm Study","metagenome","WGS",NA,"United States of America",32.8774915,-117.2352765,"terrestrial biome","mgp7236","host-associated","saliva","pride","ion torrent","terrestrial","human_host-associated"
