samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,Realm,Biome,Functional_group
mgm4478934,agricultural soil,rhizosphere,soil,NA,9LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.7412664,-56.2533385,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,rhizosphere,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478936,agricultural soil,bulk soil,soil,NA,17LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.6832502,-55.8357663,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478937,agricultural soil,bulk soil,soil,NA,18LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.6832502,-55.8357663,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478938,agricultural soil,rhizosphere,soil,NA,19LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.6832502,-55.8357663,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,rhizosphere,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478939,agricultural soil,rhizosphere,soil,NA,20LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.7412664,-56.2533385,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,rhizosphere,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478940,agricultural soil,bulk soil,soil,NA,22LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.7412664,-56.2533385,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478941,agricultural soil,bulk soil,soil,NA,23LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.7412664,-56.2533385,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4478943,agricultural soil,bulk soil,soil,NA,24LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.7412664,-56.2533385,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4479311,agricultural soil,rhizosphere,soil,NA,21LM,Soybean Rhizosphere from Amazon Soils,metagenome,WGS,NA,Brazil,-11.7412664,-56.2533385,Tropical and subtropical moist broadleaf forest biome,mgp7774,free-living,rhizosphere,terrestrial,soil,Terrestrial,Intensive_land-use ,Annual_croplands
mgm4530393,plain,soil,soil,NA,Forest_A001_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4530394,plain,soil,soil,NA,Forest_A001_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4530395,plain,soil,soil,NA,Forest_A001_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4530396,plain,soil,soil,NA,Forest_A001_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535539,plain,soil,soil,NA,Forest_A10_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535540,plain,soil,soil,NA,Forest_A100_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535541,plain,soil,soil,NA,Forest_A001_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535542,plain,soil,soil,NA,Forest_A01_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535543,plain,soil,soil,NA,Forest_A1_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535544,plain,soil,soil,NA,Forest_A100_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535545,plain,soil,soil,NA,Forest_A01_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535546,plain,soil,soil,NA,Forest_A10_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535547,plain,soil,soil,NA,Forest_A100_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535548,plain,soil,soil,NA,Forest_A001_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535549,plain,soil,soil,NA,Forest_A01_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535550,plain,soil,soil,NA,Forest_A10_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535551,plain,soil,soil,NA,Forest_A001_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535552,plain,soil,soil,NA,Forest_A01_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535553,plain,soil,soil,NA,Forest_A10_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535554,plain,soil,soil,NA,Forest_A100_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535555,plain,soil,soil,NA,Forest_A01_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535556,plain,soil,soil,NA,Forest_A1_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535557,plain,soil,soil,NA,Forest_A001_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535558,plain,soil,soil,NA,Forest_A100_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535559,plain,soil,soil,NA,Forest_A1_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535560,plain,soil,soil,NA,Forest_A01_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535561,plain,soil,soil,NA,Forest_A100_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535562,plain,soil,soil,NA,Forest_A10_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535564,plain,soil,soil,NA,Forest_A01_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4535565,plain,soil,soil,NA,Forest_A10_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536139,plain,soil,soil,NA,Forest_A100_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536141,plain,soil,soil,NA,Forest_A10_3_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536142,plain,soil,soil,NA,Forest_A10_3_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536143,plain,soil,soil,NA,Forest_A10_3_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536144,plain,soil,soil,NA,Forest_A1_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536145,plain,soil,soil,NA,Forest_A1_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536146,plain,soil,soil,NA,Forest_A1_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536152,plain,soil,soil,NA,Forest_A1_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536462,plain,soil,soil,NA,Forest_A01_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,forest_soil,terrestrial,soil,Terrestrial,Tropical-subtropical_forests ,Tropical-subtropical_lowland_rainforests
mgm4536464,plain,soil,soil,NA,Pasture_A001_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536467,plain,soil,soil,NA,Pasture_A001_1_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536477,plain,soil,soil,NA,Pasture_A01_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536577,plain,soil,soil,NA,Pasture_A100_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536768,plain,soil,soil,NA,Forest_A1_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536825,plain,soil,soil,NA,Pasture_A001_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536826,plain,soil,soil,NA,Pasture_A100_2_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536827,plain,soil,soil,NA,Pasture_A100_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4536828,plain,soil,soil,NA,Pasture_A100_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537210,plain,soil,soil,NA,Pasture_A001_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537211,plain,soil,soil,NA,Pasture_A001_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537319,plain,soil,soil,NA,Pasture_A10_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537320,plain,soil,soil,NA,Pasture_A10_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537324,plain,soil,soil,NA,Pasture_A100_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537325,plain,soil,soil,NA,Pasture_A100_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537326,plain,soil,soil,NA,Pasture_A10_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537327,plain,soil,soil,NA,Pasture_A10_1_split_2,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537328,plain,soil,soil,NA,Pasture_A10_2_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537329,plain,soil,soil,NA,Pasture_A10_2_split_3,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537330,plain,soil,soil,NA,Pasture_A1_1_split_1,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4537851,plain,soil,soil,NA,Pasture_A100_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4545664,plain,soil,soil,NA,Pasture_A001_2_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4545665,plain,soil,soil,NA,Pasture_A01_1_split_4,ARMO,metagenome,WGS,NA,Brazil,10.168056,62.824167,Tropical humid forests,mgp3731,free-living,pasture_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
