"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4474355",3261909338,24629113,0.461950372572928,2460234576,2460234576,99.8913187007587,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474357",2565277865,19400724,0.474808503203356,1936090872,1936090872,99.7947742568782,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474358",1725113049,13055568,0.439935391927234,1305355142,1305355142,99.9845538700423,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474359",2692821858,20320860,0.441362560729644,2033309503,2033309503,100.060209213586,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474360",3204077987,24210896,0.472516619733779,2416203715,2416203715,99.7981947879996,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474361",2406052675,18196081,0.475568318244787,1816277956,1816277956,99.8169856465247,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474369",3215977474,24304267,0.477736332992286,2425020527,2425020527,99.7775628040953,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4474805",3202730725,24227000,0.499255280862198,2414249089,2414249089,99.6511779832418,101,101,75,101,"host-associated","terrestrial","human_host-associated","human_feces","Finland","Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy",60.44925,22.2592,"ley","illumina"
"mgm4476434",6556373,20768,0.528014868455118,5944397,5944397,286.228669106317,474,286,50,567,"host-associated","marine","animal_host-associated","sponge","Brazil","Sponge metagenome",43.6387194,-116.24135,"thompson","454"
"mgm4476436",6764363,18885,0.514351716591446,6208874,6208874,328.772782631718,473,357,50,565,"host-associated","marine","animal_host-associated","sponge","Brazil","Sponge metagenome",43.6387194,-116.24135,"thompson","454"
"mgm4476439",8846394,26372,0.429585654154071,8066112,8066112,305.85894130138,452,329,50,595,"host-associated","marine","animal_host-associated","sponge","Brazil","Sponge metagenome",43.6387194,-116.24135,"thompson","454"
"mgm4477702",75154909,624578,0.5412922516903,55899095,55899095,89.4989817124523,96,91,75,96,"host-associated","terrestrial","plant_associated","rhizosphere","Netherlands","Hoeven metatranscriptome",51.9673749,5.663678,"raaijmakers","illumina"
"mgm4477703",71488977,607547,0.565256457464843,52761108,52761108,86.8428417883719,96,87,75,96,"host-associated","terrestrial","plant_associated","rhizosphere","Netherlands","Hoeven metatranscriptome",51.9673749,5.663678,"raaijmakers","illumina"
"mgm4477704",38728234,326151,0.535097667258235,28721396,28721396,88.0616524247971,96,89,75,96,"host-associated","terrestrial","plant_associated","rhizosphere","Netherlands","Hoeven metatranscriptome",51.9673749,5.663678,"raaijmakers","illumina"
"mgm4477803",824289820,5894139,0.543166152430648,563842910,563842910,95.6616241999044,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.725,162.311,"fierer","illumina"
"mgm4477804",770709087,5345134,0.618556295053876,534512971,534512971,99.9999197400851,100,100,99,100,"free-living","terrestrial","soil","savanna_soil","USA","cross-site soil metagen",39.1,-96.6,"fierer","illumina"
"mgm4477805",846312931,5879617,0.641576793664965,586623057,586623057,99.7723247959859,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",34.9,-115.65,"fierer","illumina"
"mgm4477807",1323358048,9180796,0.612415765117327,917647595,917647595,99.9529447119836,100,100,50,100,"free-living","terrestrial","soil","forest_soil","USA","cross-site soil metagen",-12.633,-71.233,"fierer","illumina"
"mgm4477823",29895775,228405,0.433659683457017,22840500,22840500,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","saliva","Switzerland","Salivary metagenome",46.19,6.15,"Lazarevic","illumina"
"mgm4477824",14697321,112290,0.435362454359248,11229000,11229000,100,100,100,100,100,"host-associated","terrestrial","human_host-associated","saliva","Switzerland","Salivary metagenome",46.19,6.15,"Lazarevic","illumina"
"mgm4477872",980658201,6801403,0.631693920930122,680139887,680139887,99.9999392772344,100,100,99,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",35.383,-105.933,"fierer","illumina"
"mgm4477873",1595859562,11093131,0.639205396801967,1105713798,1105713798,99.675537771978,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",34.333,-106.733,"fierer","illumina"
"mgm4477874",864714812,5998703,0.597202268867698,599622094,599622094,99.9586233890893,100,100,50,100,"free-living","terrestrial","soil","tundra_soil","USA","cross-site soil metagen",68.63,-14.9583,"fierer","illumina"
"mgm4477875",744447920,5169834,0.620114795231898,516117081,516117081,99.8324280818301,100,100,50,100,"free-living","terrestrial","soil","forest_soil","USA","cross-site soil metagen",-26.733,-54.683,"fierer","illumina"
"mgm4477876",937687453,6521162,0.583931195005968,649523434,649523434,99.6024073623689,100,100,50,100,"free-living","terrestrial","soil","forest_soil","USA","cross-site soil metagen",64.8,-148.25,"fierer","illumina"
"mgm4477877",917800984,6370831,0.609912930027015,636421238,636421238,99.8961105701909,100,100,50,100,"free-living","terrestrial","soil","forest_soil","USA","cross-site soil metagen",34.617,-81.667,"fierer","illumina"
"mgm4477899",560521256,3887360,0.61889274873786,388735705,388735705,99.9999241130227,100,100,99,100,"free-living","terrestrial","soil","forest_soil","USA","cross-site soil metagen",35.967,-79.083,"fierer","illumina"
"mgm4477900",1136833558,7899748,0.555109616100028,787767627,787767627,99.7206021002189,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-78.03,163.8732833,"fierer","illumina"
"mgm4477901",778967932,5417857,0.620347943790894,539576348,539576348,99.5922092443562,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.725,162.313,"fierer","illumina"
"mgm4477902",1353808937,9421955,0.639885350141855,937507658,937507658,99.5024554882718,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.608,163.249,"fierer","illumina"
"mgm4477903",935298522,6518177,0.657840121747391,647280567,647280567,99.3039260824,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.6375,162.887,"fierer","illumina"
"mgm4477904",1552818358,10835540,0.643718386802878,1074217711,1074217711,99.1383642162735,100,100,50,100,"free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.527,161.702,"fierer","illumina"
"mgm4477983",53210369,437353,0.541732141199497,39761643,39761643,90.9143026342565,96,96,75,96,"host-associated","terrestrial","plant_associated","rhizosphere","Netherlands","Hoeven metatranscriptome",51.9673749,5.663678,"raaijmakers","illumina"
"mgm4478038",58988438,106701,0.63509211515284,55791798,55791798,522.879804312987,521,521,434,619,"free-living","terrestrial","soil","agricultural_soil","Brazil","Soybean Rhizosphere from Amazon Soils",-11.7412664,-56.2533385,"mendes","454"
"mgm4478286",92151298,767655,0.541287617385418,68462294,68462294,89.1836749581518,96,91,75,96,"host-associated","terrestrial","plant_associated","rhizosphere","Netherlands","Hoeven metatranscriptome",51.9673749,5.663678,"raaijmakers","illumina"
"mgm4478289",77951288,636202,0.515116308010619,58338716,58338716,91.6984165406585,96,96,75,96,"host-associated","terrestrial","plant_associated","rhizosphere","Netherlands","Hoeven metatranscriptome",51.9673749,5.663678,"raaijmakers","illumina"
"mgm4480719",3520921042,27010361,0.500329220049817,2640680604,2640680604,97.7654687399402,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480739",8544946,25593,0.459326775522374,7787863,7787863,304.296604540304,286,312,50,588,"host-associated","marine","animal_host-associated","coral","Brazil","Vitoria-Trindade Seamounts Chain",34.2501,-38.071,"thompson","454"
"mgm4480742",9657047,24980,0.431191980595988,8918568,8918568,357.028342674139,483,381,50,628,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Vitoria-Trindade Seamounts Chain",34.2501,-29.33,"thompson","454"
"mgm4480746",4504758,11135,0.45201107274909,4181798,4181798,375.554378087113,473,401,50,646,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Vitoria-Trindade Seamounts Chain",34.2501,-38.071,"thompson","454"
"mgm4480747",7420267,18101,0.430879082272601,6888320,6888320,380.54914093144,467,408,50,637,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Vitoria-Trindade Seamounts Chain",34.2501,-38.071,"thompson","454"
"mgm4480748",4843120,13158,0.456065142264367,4459409,4459409,338.912372701018,361,357,50,638,"host-associated","marine","animal_host-associated","coral","Brazil","Vitoria-Trindade Seamounts Chain",34.2501,-34.80645,"thompson","454"
"mgm4480749",6173864,15926,0.441587530262589,5707129,5707129,358.352944870024,335,377,50,614,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Vitoria-Trindade Seamounts Chain",27.86658,-34.80645,"thompson","454"
"mgm4480750",6080193,15515,0.442664868288276,5625809,5625809,362.60451176281,476,385,50,613,"host-associated","marine","animal_host-associated","coral","Brazil","Vitoria-Trindade Seamounts Chain",-20.504,-25.355,"thompson","454"
"mgm4480751",8107458,19739,0.43688133233152,7526355,7526355,381.293631896246,495,414,50,631,"free-living","marine","saline_water","coral_reef_seawater","Brazil","Vitoria-Trindade Seamounts Chain",-20.504,-25.355,"thompson","454"
"mgm4480764",3452012100,26430545,0.482737888697834,2590904972,2590904972,98.0269219571522,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480776",3185431535,24394403,0.479282091051635,2391517147,2391517147,98.0354857218683,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480815",3584462020,27435013,0.482176004666451,2690209047,2690209047,98.0575094679197,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480859",2660517647,20390469,0.485941589790558,1998735069,1998735069,98.0230061898037,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480861",3170813554,24243747,0.465966081788985,2381874326,2381874326,98.2469552251968,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480863",3650997753,27912702,0.465280825164639,2740984541,2740984541,98.1984668127077,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480864",3529020186,27009416,0.478701437066134,2648815048,2648815048,98.0700600116641,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480865",3065413357,23447576,0.468504497148141,2302748581,2302748581,98.2083854211625,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4480867",4175879807,31912903,0.471331197063991,3133858264,3133858264,98.2003506230693,101,101,75,101,"free-living","freshwater","wastewater","reactor_sludge","United States of America","Beer-to-Caproate",42.44,-76.5,"angenent","illumina"
"mgm4481524",3105704878,23017436,0.47738511983116,2322358138,2322358138,100.895605314163,101,101,50,101,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","TLR5KO_Metagenome",42.444015,-76.501893,"cornell","illumina"
"mgm4481526",3793964047,28115399,0.48397151319249,2837093766,2837093766,100.908892169732,101,101,50,101,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","TLR5KO_Metagenome",42.444015,-76.501893,"cornell","illumina"
"mgm4481527",1960208400,14528558,0.481822925651687,1465749740,1465749740,100.88748931587,101,101,50,101,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","TLR5KO_Metagenome",42.444015,-76.501893,"cornell","illumina"
"mgm4481530",3860725868,28641573,0.455958560056068,2885947534,2885947534,100.760790407706,101,101,50,101,"host-associated","terrestrial","animal_host-associated","animal_feces","USA","TLR5KO_Metagenome",42.444015,-76.501893,"cornell","illumina"
