"samples","PI_lastname","latitude","longitude","observations","project_id","project_name","seq_meth","biome","life_style","environment","habitat","sequence_count_raw","average_length_raw","standard_deviation_length_raw","average_gc_content_raw","standard_deviation_gc_content_raw","average_gc_ratio_raw","standard_deviation_gc_ratio_raw","bp_count_preprocessed","sequence_count_preprocessed","average_length_preprocessed","standard_deviation_length_preprocessed","average_gc_content_preprocessed","standard_deviation_gc_content_preprocessed","average_gc_ratio_preprocessed","standard_deviation_gc_ratio_preprocessed","file_size_pos_prinseq","file_size_pos_prodigal","orf_count","args_total_count","bp_count_raw","drop"
"mgm4529891","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",25471,318041,120879,43.26,6469,1365,364,8100792,25470,318052,120868,43.26,6469,1365,364,8595148,5266710,27323,0,8100818,"FALSE"
"mgm4529894","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",24751,362996,116813,46597,9245,1247,521,8984483,24750,363009,116796,46597,9246,1247,521,9464311,4839167,24443,0,8984516,"FALSE"
"mgm4529895","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",107672,332186,101281,36627,5818,1797,434,35767114,107670,332192,101273,36628,5818,1797,434,37875940,24063935,121666,10,35767163,"FALSE"
"mgm4529896","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",28482,309484,105974,42.4,6831,1421,396,8814589,28478,309523,105931,42.4,6831,1421,396,9378202,5873317,29897,0,8814729,"FALSE"
"mgm4529897","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",44513,323133,105957,46387,9629,1258,502,14383589,44511,323147,105.94,46387,9629,1258,502,15294050,9519033,47991,0,14383637,"FALSE"
"mgm4529898","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",15020,338222,120135,43231,6436,1366,365,5080071,15019,338243,120111,43231,6436,1366,365,5375645,3195013,16643,0,5080095,"FALSE"
"mgm4529900","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",38834,327041,110607,37919,5.35,1.69,386,12700294,38833,327049,110598,37919,5349,1.69,386,13486202,8147954,41827,0,12700318,"FALSE"
"mgm4529901","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",14456,307443,116752,39849,5644,1563,389,4444392,14456,307443,116752,39849,5644,1563,389,4722825,2882256,15117,0,4444392,"FALSE"
"mgm4529902","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",18344,375.18,120109,46087,6.28,1216,348,6882297,18344,375.18,120109,46087,6.28,1216,348,7210731,4005112,19770,1,6882297,"FALSE"
"mgm4529903","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",24833,371582,124048,39613,7.69,1.62,505,9227501,24833,371582,124048,39613,7.69,1.62,505,9662483,5509772,27050,0,9227501,"FALSE"
"mgm4529907","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",26254,370.29,121464,46045,6144,1213,316,"NA","NA","NA","NA","NA","NA","NA","NA",10232815,5680537,27961,0,9721595,"FALSE"
"mgm4529908","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",36170,310302,102724,41335,6452,1484,435,11223586,36168,310318,102704,41335,6452,1484,435,11943726,7058715,36618,2,11223634,"FALSE"
"mgm4529911","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",38351,294251,90418,48948,7912,1104,386,11284776,38350,294258,90409,48948,7911,1104,386,12049746,7822926,40164,9,11284801,"FALSE"
"mgm4529913","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",27772,307874,115387,40075,6975,1572,453,8550223,27770,307894,115365,40073,6971,1572,453,9068947,5341410,28976,0,8550267,"FALSE"
"mgm4529914","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",19799,374085,120169,41408,5864,1467,377,7406490,19798,374103,120147,41409,5864,1467,377,7784033,4606235,22465,0,7406514,"FALSE"
"mgm4529915","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",52926,268811,97036,42025,10.24,1519,582,14226619,52914,268863,96984,42024,10.24,1519,582,15267289,9235231,48651,0,14227071,"FALSE"
"mgm4529916","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",16073,301.97,114568,43071,7839,1408,487,4853509,16071,302004,114533,43069,7837,1408,487,5152030,3569727,19469,0,4853560,"FALSE"
"mgm4529917","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",13809,313247,112634,45274,7849,1287,461,4325626,13809,313247,112634,45274,7849,1287,461,4587999,2705297,14017,0,4325626,"FALSE"
"mgm4529918","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",24539,277828,111052,43522,8291,1392,511,6815443,24526,277886,111028,43521,8293,1392,511,7276679,4669115,24849,0,6817622,"FALSE"
"mgm4529919","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",24653,300307,111377,38639,7561,1684,502,7403366,24649,300352,111331,38639,7561,1683,502,7883150,4917930,25656,101,7403466,"FALSE"
"mgm4529920","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",15205,337564,120818,39872,3312,1526,211,5132651,15204,337586,120794,39872,3312,1526,211,5445969,3314712,17044,0,5132665,"FALSE"
"mgm4529923","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",19336,307579,108011,40402,7144,1558,0.49,5947341,19336,307579,108011,40402,7144,1558,0.49,6327261,3766816,19648,0,5947341,"FALSE"
"mgm4529924","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",26842,321.64,108425,43169,5801,1359,327,8633461,26842,321.64,108425,43169,5801,1359,327,9170951,5603808,28253,0,8633461,"FALSE"
"mgm4529925","wang",-19.9,134.21,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",59278,305509,102632,38.55,5.98,1658,426,18109764,59272,305537,102.6,38549,5979,1658,426,19237901,11983617,62679,7,18109952,"FALSE"
"mgm4529927","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",96571,313822,107783,38383,6134,1668,0.41,30305497,96551,313881,107717,38381,6.13,1668,409,32232419,18694500,94431,4,30306080,"FALSE"
"mgm4529928","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",60360,316401,109933,39031,7033,1648,495,19097933,60358,316411,109922,39031,7033,1648,495,20304394,11806582,59820,0,19097972,"FALSE"
"mgm4529929","wang",-37.79,144.95,"NA","mgp5298","australian pediatric diarrhea","454","terrestrial","host-associated","human_host-associated","human_feces",33770,355725,119289,45533,6751,1253,395,12012819,33770,355725,119289,45533,6751,1253,395,12671738,7219775,34657,0,12012819,"FALSE"
"mgm4530050","onstott",79.42,-90.76,"NA","mgp252","axel heiberg permafrost: part 4a assembled metagenomes","illumina","terrestrial","free-living","soil","permafrost",83249,1121827,897919,62912,6.66,613,229,93341351,83205,1121824,898059,62912,6661,613,229,97277872,46201379,156454,93,93390981,"FALSE"
"mgm4530143","peng",64.03,-21.2,"NA","mgp5355","hotzyme sun spring","illumina","freshwater","free-living","freshwater","hot_spring",107549,755357,1784497,50396,12211,1118,575,81237932,107549,755357,1784497,50396,12211,1118,575,75526832,41981970,152316,36,81237932,"FALSE"
"mgm4530144","peng",26.26,99.99,"NA","mgp5356","hotzyme sun spring","illumina","freshwater","free-living","freshwater","hot_spring",160953,634191,1088788,42849,10262,1469,593,102074871,160953,634191,1088788,42849,10262,1469,593,99165500,57013865,207152,48,102074871,"FALSE"
"mgm4530252","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",678263,358087,136741,50298,9709,1074,524,242877363,678263,358087,136741,50298,9709,1074,524,343460308,134188967,649142,39,242877363,"FALSE"
"mgm4530253","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",1169872,408043,137727,51019,10604,1064,522,477358646,1169872,408043,137727,51019,10604,1064,522,653391534,272602476,1263259,113,477358646,"FALSE"
"mgm4530254","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",1323699,392807,143246,49057,9909,1133,503,519958023,1323699,392807,143246,49057,9909,1133,503,608123658,230796409,1082726,78,519958023,"FALSE"
"mgm4530290","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",583576,377252,139039,58788,10.3,763,364,220147082,583442,377325,138972,58.79,10.3,763,363,307631189,140919877,638229,111,220155329,"FALSE"
"mgm4530291","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",519285,401568,147046,59681,9651,728,338,208508803,518983,401764,146863,59686,9.65,728,337,286404461,129746760,580665,95,208528200,"FALSE"
"mgm4530370","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",578648,502.13,127719,47136,8186,1.18,0.35,290555276,578640,502135,127714,47137,8186,1.18,0.35,278862392,78619064,389523,2,290556613,"FALSE"
"mgm4530372","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",505997,397461,127076,46569,6574,1188,297,201113788,505992,397464,127073,46569,6574,1188,297,242118819,64553375,341415,0,201114217,"FALSE"
"mgm4530373","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",589184,487477,118131,54938,7.02,855,282,287208924,589126,487517,118065,54939,7019,855,0.28,327518752,126777006,561319,4,287213940,"FALSE"
"mgm4530391","warinner",51.57,8.85,"NA","mgp365","ancient oral metagenome","illumina","terrestrial","host-associated","human_host-associated","saliva",905601,209766,209143,46357,12532,1332,694,189964440,905601,209766,209143,46357,12532,1332,694,227464682,180667820,883686,22,189964440,"FALSE"
"mgm4530393","bohannan",10.17,62.82,"NA","mgp3731","armo","illumina","terrestrial","free-living","soil","plain_soil",98185139,166377,31.4,64056,9421,599,293,10447851263,83010260,125862,56154,62701,8.38,628,267,71157344,61534480,321277,4,16335764619,"FALSE"
"mgm4530394","bohannan",10.17,62.82,"NA","mgp3731","armo","illumina","terrestrial","free-living","soil","plain_soil",94448512,170008,33676,63921,9447,603,303,10617916620,79684994,133249,59406,62773,8385,627,271,48065400,40385755,208959,5,16056965864,"FALSE"
"mgm4530395","bohannan",10.17,62.82,"NA","mgp3731","armo","illumina","terrestrial","free-living","soil","plain_soil",97030444,167496,32202,64.09,9754,601,322,10522046068,81411302,129246,57322,62792,8384,626,271,456623894,377583992,1923361,48,16252190785,"FALSE"
"mgm4530396","bohannan",10.17,62.82,"NA","mgp3731","armo","illumina","terrestrial","free-living","soil","plain_soil",15769375,174699,35818,63294,9298,619,314,1727583884,12290320,140565,63706,62502,8525,636,292,606881693,505702633,2580753,61,2754890261,"FALSE"
"mgm4530427","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",897408,387635,135245,52062,12013,1032,506,347795446,896326,388023,134851,52066,12019,1032,505,481918587,185855315,886057,57,347867130,"FALSE"
"mgm4530428","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",904670,355539,148709,54355,12106,944,499,321590883,903656,355878,148448,54.36,12.11,944,498,453921761,183069498,876322,54,321645846,"FALSE"
"mgm4530429","Thompson",-18.82,147.63,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",888127,277218,164.95,46665,10521,1244,492,246042256,885244,277937,164733,46656,10534,1245,483,373830249,115757444,612792,15,246205232,"FALSE"
"mgm4530430","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",647196,498474,107191,48718,6727,1095,314,322609784,647194,498475,107.19,48718,6727,1095,314,210688953,77781089,366451,5,322610464,"FALSE"
"mgm4530431","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",589247,484188,111937,48527,6663,1103,315,285305314,589240,484192,111.93,48527,6663,1103,315,335775282,127557840,584547,25,285306049,"FALSE"
"mgm4530432","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","host-associated","animal_host-associated","sponge",606449,509019,77197,46434,7358,1213,0.39,308693798,606448,509019,77196,46434,7358,1213,0.39,354038324,116032144,572529,2,308693943,"FALSE"
"mgm4530477","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","free-living","saline_water","coastal_seawater",684460,336605,135723,38254,9761,1788,743,230387503,684380,336637,135698,38254,9.76,1788,743,331227567,143604014,723246,5,230392746,"FALSE"
"mgm4530478","Thompson",-33.98,151.23,"NA","mgp5369","bbay metagenome","454","marine","free-living","saline_water","coastal_seawater",1054514,371532,122953,48.52,9.39,1152,524,391759595,1054102,371652,122824,48521,9389,1152,515,551388335,244941051,1152025,43,391785262,"FALSE"
"mgm4530680","setubal",-23.65,-46.62,"NA","mgp5435","sao paulo zoo composting study","illumina","terrestrial","free-living","soil","compost",414763,336523,64126,61584,10.39,687,391,119804657,406832,294482,80679,61555,10.54,0.69,396,112888965,75643424,320797,28,139577371,"FALSE"
"mgm4530682","setubal",-23.65,-46.62,"NA","mgp5435","sao paulo zoo composting study","illumina","terrestrial","free-living","soil","compost",821775,347346,64274,60855,11047,717,423,234658164,805071,291475,83.91,60835,11213,719,429,1606304,1065549,4537,0,285440561,"FALSE"
"mgm4530683","setubal",-23.65,-46.62,"NA","mgp5435","sao paulo zoo composting study","illumina","terrestrial","free-living","soil","compost",542656,362851,66658,59982,11114,743,425,158461412,531599,298084,88271,59964,11294,746,432,16960665,11206510,47022,4,196903077,"FALSE"
"mgm4530711","taylor",35.49,139.68,"NA","mgp4778","healthy human gut study","sanger","terrestrial","host-associated","human_host-associated","human-gut",80852,1124255,71783,56299,8065,822,343,31288321,28181,1110263,45931,56363,7973,818,316,18721350,6957765,24262,3,90898295,"FALSE"
"mgm4530717","taylor",35.49,139.68,"NA","mgp4720","hufd","sanger","terrestrial","host-associated","human_host-associated","human-gut",84237,1046839,167643,46866,8231,1203,447,55841659,52542,1062.8,79613,47157,8.21,1186,0.39,38286990,14183240,49336,19,88182571,"FALSE"
"mgm4531566","vijaya kumaran",1.56,103.64,"NA","mgp5463","utm waste water treatment plant project a","illumina","freshwater","free-living","wastewater","sewage",4000000,101,0,62744,9416,632,302,384837015,3879363,99201,6449,62903,9036,629,299,455373325,482257135,2685257,4,404000000,"FALSE"
"mgm4531567","vijaya kumaran",1.56,103.64,"NA","mgp5463","utm waste water treatment plant project a","illumina","freshwater","free-living","wastewater","sewage",49874,101,0,62634,9609,635,322,4854780,48633,99825,5626,62787,9106,633,309,6645918,6953677,39068,0,5037274,"FALSE"
"mgm4531568","vijaya kumaran",1.56,103.64,"NA","mgp5463","utm waste water treatment plant project a","illumina","freshwater","free-living","wastewater","sewage",4000000,101,0,62829,9116,632,304,390684200,3921115,99636,6151,62922,9012,629,0.3,501275876,530998858,2952652,5,404000000,"FALSE"
"mgm4531569","vijaya kumaran",1.56,103.64,"NA","mgp5463","utm waste water treatment plant project a","illumina","freshwater","free-living","wastewater","sewage",49874,101,0,62789,9125,634,313,4926608,49175,100185,4983,62816,9037,632,303,7169953,7529976,42278,0,5037274,"FALSE"
"mgm4531570","vijaya kumaran",1.56,103.64,"NA","mgp5463","utm waste water treatment plant project a","illumina","freshwater","free-living","wastewater","sewage",4000000,101,0,62812,9165,633,307,390085957,3911180,99736,5966,62908,9026,629,306,513184782,543378762,3021189,3,404000000,"FALSE"
